song,performer,count,decade,main_performer,release_date,title,main_artist,spotify_id,spotify_link,popularity,acousticness,analysis_url,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,explicit,genres,broad_genre
"More, More, More Pt. 1",Andrea True Connection,25,1970,Andrea True Connection,1998-11-04,"More, More, More, Pt. 1 - ""A Tom Moulton Mix""",Various Artists,1EtDI7CDVN8qkVaXfkmCdC,spotify:track:1EtDI7CDVN8qkVaXfkmCdC,30,0.00249,https://api.spotify.com/v1/audio-analysis/1EtDI7CDVN8qkVaXfkmCdC,0.608,179133.0,0.823,0.00147,7.0,0.307,-9.387,0.0,0.0545,104.274,4.0,0.825,False,[],unknown
"Evergreen (Love Theme From ""A Star Is Born"")",Barbra Streisand,25,1970,Barbra Streisand,1976-11,"Evergreen (Love Theme from, ""A Star Is Born"")",Barbra Streisand,2IcqY68BxP1ONPi3ME6aje,spotify:track:2IcqY68BxP1ONPi3ME6aje,61,0.932,https://api.spotify.com/v1/audio-analysis/2IcqY68BxP1ONPi3ME6aje,0.335,184800.0,0.303,0.0271,9.0,0.0907,-10.943,1.0,0.0315,114.224,4.0,0.186,False,"['adult standards', 'disco', 'hollywood', 'mellow gold', 'soft rock']",pop
You Make Me Feel Brand New,The Stylistics,25,1970,The Stylistics,1973,You Make Me Feel Brand New,The Stylistics,3QgsPdDBXZKrpa2iQndFnZ,spotify:track:3QgsPdDBXZKrpa2iQndFnZ,59,0.849,https://api.spotify.com/v1/audio-analysis/3QgsPdDBXZKrpa2iQndFnZ,0.454,330187.0,0.336,2.6e-05,7.0,0.102,-9.219,1.0,0.0243,75.589,4.0,0.203,False,"['adult standards', 'classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soul']",pop
Rock On,David Essex,25,1970,David Essex,1996-01-08,Rock On,David Essex,7aMLQavs9eIki5fllOn4sx,spotify:track:7aMLQavs9eIki5fllOn4sx,43,0.922,https://api.spotify.com/v1/audio-analysis/7aMLQavs9eIki5fllOn4sx,0.708,202600.0,0.171,0.00775,1.0,0.755,-20.71,0.0,0.2,75.192,4.0,0.619,False,"['classic uk pop', 'glam rock']",unknown
You Light Up My Life,Debby Boone,25,1970,Debby Boone,1977-07-01,You Light Up My Life,Debby Boone,3dFR132gzO8jxD57R2gid3,spotify:track:3dFR132gzO8jxD57R2gid3,55,0.831,https://api.spotify.com/v1/audio-analysis/3dFR132gzO8jxD57R2gid3,0.333,216287.0,0.367,1.19e-05,2.0,0.262,-10.06,1.0,0.0291,77.986,3.0,0.0685,False,[],unknown
Play That Funky Music,Wild Cherry,25,1970,Wild Cherry,1976,Play That Funky Music,Wild Cherry,5uuJruktM9fMdN9Va0DUMl,spotify:track:5uuJruktM9fMdN9Va0DUMl,66,0.0435,https://api.spotify.com/v1/audio-analysis/5uuJruktM9fMdN9Va0DUMl,0.814,300000.0,0.672,0.0,9.0,0.061,-12.068,1.0,0.0619,109.394,4.0,0.933,False,"['disco', 'funk rock']",pop
Ballroom Blitz,Sweet,25,1970,Sweet,1974,Ballroom Blitz,Sweet,3Pu3IChaAoa5EjgUBv5F6x,spotify:track:3Pu3IChaAoa5EjgUBv5F6x,58,0.0821,https://api.spotify.com/v1/audio-analysis/3Pu3IChaAoa5EjgUBv5F6x,0.644,246573.0,0.799,0.00154,4.0,0.055,-10.856,0.0,0.0598,108.382,4.0,0.889,False,"['album rock', 'blues-rock', 'classic rock', 'glam rock', 'hard rock', 'rock']",rock
Turn The Beat Around,Vicki Sue Robinson,25,1970,Vicki Sue Robinson,1972,Turn the Beat Around,Various Artists,2TziLOnBMT8kDVo2LA1X6t,spotify:track:2TziLOnBMT8kDVo2LA1X6t,45,0.327,https://api.spotify.com/v1/audio-analysis/2TziLOnBMT8kDVo2LA1X6t,0.662,252373.0,0.941,0.0,6.0,0.218,-4.05,0.0,0.0883,131.045,4.0,0.798,False,[],unknown
For The Good Times,Ray Price,24,1970,Ray Price,1954,For the Good Times,Ray Price,5J4e1T4aqU6aS8g5IjceIr,spotify:track:5J4e1T4aqU6aS8g5IjceIr,45,0.843,https://api.spotify.com/v1/audio-analysis/5J4e1T4aqU6aS8g5IjceIr,0.275,227893.0,0.338,9.85e-05,3.0,0.196,-10.199,1.0,0.0309,82.377,4.0,0.514,False,"['country', 'country gospel', 'cowboy western', 'nashville sound', 'outlaw country', 'traditional country']",country
That's Rock 'N' Roll,Shaun Cassidy,24,1970,Shaun Cassidy,1979-01-01,You've Lost That Lovin' Feelin' - Live,Shaun Cassidy,2koI9b7qTZMY6UAwN5Q3pG,spotify:track:2koI9b7qTZMY6UAwN5Q3pG,6,0.0168,https://api.spotify.com/v1/audio-analysis/2koI9b7qTZMY6UAwN5Q3pG,0.468,352003.0,0.263,0.000118,0.0,0.408,-18.573,1.0,0.0279,86.383,4.0,0.55,False,['bubblegum pop'],pop
Goodbye Girl,David Gates,24,1970,David Gates,1978,Goodbye Girl,David Gates,3c6vdiLeV9DUbTMWk5H3se,spotify:track:3c6vdiLeV9DUbTMWk5H3se,56,0.605,https://api.spotify.com/v1/audio-analysis/3c6vdiLeV9DUbTMWk5H3se,0.467,168867.0,0.255,0.00031,8.0,0.273,-15.963,0.0,0.0372,120.174,4.0,0.243,False,"['mellow gold', 'soft rock']",pop
I Honestly Love You,Olivia Newton-John,24,1970,Olivia Newton-John,1998-01-01,I Honestly Love You,Olivia Newton-John,2kCIwSz0JoYQPrT4Ykr1MZ,spotify:track:2kCIwSz0JoYQPrT4Ykr1MZ,23,0.655,https://api.spotify.com/v1/audio-analysis/2kCIwSz0JoYQPrT4Ykr1MZ,0.619,246147.0,0.332,7.43e-06,10.0,0.143,-11.433,1.0,0.0306,112.083,4.0,0.146,False,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'hollywood', 'mellow gold', 'new wave pop', 'soft rock']",pop
Hot Line,The Sylvers,24,1970,The Sylvers,2010-01-01,Hot Line - Single Version,The Sylvers,6SrvyfmAxkLt9CULhf9a49,spotify:track:6SrvyfmAxkLt9CULhf9a49,28,0.24,https://api.spotify.com/v1/audio-analysis/6SrvyfmAxkLt9CULhf9a49,0.831,183320.0,0.967,1.03e-06,2.0,0.109,-3.207,1.0,0.0556,132.824,4.0,0.966,False,"['classic soul', 'disco', 'funk', 'quiet storm']",unknown
I'll Never Love This Way Again,Dionne Warwick,24,1970,Dionne Warwick,2013-01-01,I’ll Never Love This Way Again,Dionne Warwick,2rtZe8GV58BxCXJrBVmZbm,spotify:track:2rtZe8GV58BxCXJrBVmZbm,18,0.146,https://api.spotify.com/v1/audio-analysis/2rtZe8GV58BxCXJrBVmZbm,0.384,211225.0,0.36,6.51e-06,2.0,0.103,-10.733,1.0,0.0283,131.056,4.0,0.251,False,"['adult standards', 'brill building pop', 'disco', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",pop
Makin' It,David Naughton,24,1970,David Naughton,2012-11-26,Makin' It (Re-Recorded),David Naughton,035Ag6mdG1EWFZvgdnK8lK,spotify:track:035Ag6mdG1EWFZvgdnK8lK,30,0.0475,https://api.spotify.com/v1/audio-analysis/035Ag6mdG1EWFZvgdnK8lK,0.882,189583.0,0.562,0.374,0.0,0.0338,-7.67,1.0,0.0368,129.99,4.0,0.926,False,[],unknown
A Little Bit More,Dr. Hook,24,1970,Dr. Hook,1995-01-01,A Little Bit More,Dr. Hook,7wz2Amu2EVjGYQzqlLwCKg,spotify:track:7wz2Amu2EVjGYQzqlLwCKg,37,0.616,https://api.spotify.com/v1/audio-analysis/7wz2Amu2EVjGYQzqlLwCKg,0.303,173960.0,0.421,0.0,7.0,0.314,-13.148,1.0,0.0353,180.833,4.0,0.472,False,"['bubblegum pop', 'classic rock', 'classic uk pop', 'country rock', 'folk rock', 'mellow gold', 'soft rock']",rock
Don't Leave Me This Way,Thelma Houston,24,1970,Thelma Houston,2007-08-07,Don’t Leave Me This Way (Re-Recorded),Various Artists,0M4IiNtcu6Ed0F1rY1Imzp,spotify:track:0M4IiNtcu6Ed0F1rY1Imzp,22,0.34,https://api.spotify.com/v1/audio-analysis/0M4IiNtcu6Ed0F1rY1Imzp,0.711,250880.0,0.833,0.0,0.0,0.101,-7.092,0.0,0.094,120.015,4.0,0.637,False,[],unknown
Bohemian Rhapsody,Queen,24,1970,Queen,1975-11-21,Bohemian Rhapsody - Remastered 2011,Queen,7tFiyTwD0nx5a1eklYtX2J,spotify:track:7tFiyTwD0nx5a1eklYtX2J,76,0.254,https://api.spotify.com/v1/audio-analysis/7tFiyTwD0nx5a1eklYtX2J,0.397,354320.0,0.396,0.0,3.0,0.268,-9.91,1.0,0.05,142.913,4.0,0.227,False,"['glam rock', 'rock']",rock
Swayin' To The Music (slow Dancin'),Johnny Rivers,24,1970,Johnny Rivers,1998-01-01,Swayin' To The Music (Slow Dancin'),Johnny Rivers,3ARNUtmd0qaWCDgLHBLjom,spotify:track:3ARNUtmd0qaWCDgLHBLjom,43,0.378,https://api.spotify.com/v1/audio-analysis/3ARNUtmd0qaWCDgLHBLjom,0.334,243267.0,0.264,3.2e-06,8.0,0.0494,-19.343,1.0,0.0331,172.767,4.0,0.505,False,"['brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'merseybeat', 'rock-and-roll', 'rockabilly']",pop
Midnight At The Oasis,Maria Muldaur,24,1970,Maria Muldaur,1973,Midnight at the Oasis,Maria Muldaur,5VBcEJ4mtXTmVEJtc7hx2g,spotify:track:5VBcEJ4mtXTmVEJtc7hx2g,40,0.409,https://api.spotify.com/v1/audio-analysis/5VBcEJ4mtXTmVEJtc7hx2g,0.705,229507.0,0.499,6.59e-05,1.0,0.103,-7.969,1.0,0.0265,98.686,4.0,0.391,False,[],unknown
Amos Moses,Jerry Reed,24,1970,Jerry Reed,1970,Amos Moses,Jerry Reed,7zVZF0OgDJkFJohnlKwEpa,spotify:track:7zVZF0OgDJkFJohnlKwEpa,50,0.4,https://api.spotify.com/v1/audio-analysis/7zVZF0OgDJkFJohnlKwEpa,0.738,139227.0,0.723,0.00134,2.0,0.0166,-10.356,1.0,0.0728,105.541,4.0,0.95,False,"['comic', 'country', 'country gospel', 'country rock', 'cowboy western', 'nashville sound', 'outlaw country', 'traditional country']",country
Theme From S.W.A.T.,Rhythm Heritage,24,1970,Rhythm Heritage,1976-01-01,Theme From S.W.A.T.,Rhythm Heritage,5x9xxVr7nJ9xMfDIW02Nv3,spotify:track:5x9xxVr7nJ9xMfDIW02Nv3,27,0.00121,https://api.spotify.com/v1/audio-analysis/5x9xxVr7nJ9xMfDIW02Nv3,0.635,201493.0,0.904,0.774,9.0,0.143,-6.345,0.0,0.042,109.349,4.0,0.964,False,['rare groove'],unknown
Heaven Must Have Sent You,Bonnie Pointer,23,1970,Bonnie Pointer,2004-01-01,"Heaven Must Have Sent You - 12"" Disco Version",The Pointer Sisters,0w4XPJAG9ffcucyEGVbqPm,spotify:track:0w4XPJAG9ffcucyEGVbqPm,43,0.113,https://api.spotify.com/v1/audio-analysis/0w4XPJAG9ffcucyEGVbqPm,0.868,434267.0,0.753,0.0123,0.0,0.0695,-8.215,1.0,0.0373,128.676,4.0,0.914,False,"['dance pop', 'dance rock', 'disco', 'europop', 'girl group', 'hi-nrg', 'mellow gold', 'motown', 'new wave pop', 'post-disco', 'quiet storm', 'soft rock']",pop
Love Will Keep Us Together,Captain & Tennille,23,1970,Captain & Tennille,1975-01-01,Love Will Keep Us Together,Captain & Tennille,4pCNJwixy2ImFncaPY2yE2,spotify:track:4pCNJwixy2ImFncaPY2yE2,58,0.367,https://api.spotify.com/v1/audio-analysis/4pCNJwixy2ImFncaPY2yE2,0.63,205493.0,0.777,0.0,4.0,0.318,-4.337,1.0,0.0312,129.619,4.0,0.928,False,"['adult standards', 'brill building pop', 'bubblegum pop', 'disco', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock']",rock
Magic Man,Heart,23,1970,Heart,1975,Magic Man,Heart,4sUlsy0tPv9n5nqrqeA0lE,spotify:track:4sUlsy0tPv9n5nqrqeA0lE,56,0.159,https://api.spotify.com/v1/audio-analysis/4sUlsy0tPv9n5nqrqeA0lE,0.435,328360.0,0.444,0.000705,7.0,0.457,-12.816,0.0,0.0336,103.818,4.0,0.734,False,"['chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'modern rock', 'neo mellow', 'new americana', 'seattle indie', 'stomp and holler']",unknown
Best Of My Love,The Emotions,23,1970,The Emotions,1977,Best of My Love,The Emotions,2M2WJ7gBlcKNxdhyfPp9zY,spotify:track:2M2WJ7gBlcKNxdhyfPp9zY,65,0.447,https://api.spotify.com/v1/audio-analysis/2M2WJ7gBlcKNxdhyfPp9zY,0.784,220560.0,0.713,0.14,0.0,0.0904,-6.865,1.0,0.0339,115.443,4.0,0.97,False,"['chicago soul', 'classic soul', 'disco', 'funk', 'girl group', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'southern soul', 'urban contemporary']",pop
Love So Right,Bee Gees,23,1970,Bee Gees,1976-01-01,Love So Right,Bee Gees,2rVxsVGLFssDfM5B9BUL0K,spotify:track:2rVxsVGLFssDfM5B9BUL0K,50,0.383,https://api.spotify.com/v1/audio-analysis/2rVxsVGLFssDfM5B9BUL0K,0.577,218333.0,0.409,0.000325,4.0,0.592,-13.226,1.0,0.0301,80.977,4.0,0.492,False,"['disco', 'mellow gold', 'soft rock']",pop
I Feel Love,Donna Summer,23,1970,Donna Summer,1979-04-25,"I Feel Love - 12"" Version",Donna Summer,7B7lf3sIze5VR2WuYttn18,spotify:track:7B7lf3sIze5VR2WuYttn18,62,0.074,https://api.spotify.com/v1/audio-analysis/7B7lf3sIze5VR2WuYttn18,0.692,495187.0,0.79,0.711,5.0,0.101,-14.065,1.0,0.0416,128.13,4.0,0.96,False,"['dance pop', 'disco', 'hi-nrg', 'motown', 'new wave pop']",pop
Fire,The Pointer Sisters,23,1970,The Pointer Sisters,1978,Fire,The Pointer Sisters,65lHwG8JFJs67PnOUhCYPq,spotify:track:65lHwG8JFJs67PnOUhCYPq,54,0.201,https://api.spotify.com/v1/audio-analysis/65lHwG8JFJs67PnOUhCYPq,0.65,210640.0,0.615,0.00235,1.0,0.0805,-9.332,1.0,0.0342,118.294,4.0,0.637,False,"['dance pop', 'dance rock', 'disco', 'europop', 'girl group', 'hi-nrg', 'mellow gold', 'motown', 'new wave pop', 'post-disco', 'quiet storm', 'soft rock']",pop
Sweet Love,Commodores,23,1970,Commodores,2009-01-01,Sweet Love,Commodores,7zqguUyS3LQxAdL8rRgXx2,spotify:track:7zqguUyS3LQxAdL8rRgXx2,35,0.295,https://api.spotify.com/v1/audio-analysis/7zqguUyS3LQxAdL8rRgXx2,0.565,393560.0,0.49,7.63e-06,1.0,0.0592,-8.348,1.0,0.0345,100.588,4.0,0.434,False,"['adult standards', 'classic soul', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",pop
"Take Me Home, Country Roads",John Denver,23,1970,John Denver,1997-06-17,"Take Me Home, Country Roads - Rerecorded",John Denver,2xYlyywNgefLCRDG8hlxZq,spotify:track:2xYlyywNgefLCRDG8hlxZq,76,0.546,https://api.spotify.com/v1/audio-analysis/2xYlyywNgefLCRDG8hlxZq,0.255,197813.0,0.43,1.87e-05,9.0,0.188,-12.564,1.0,0.0322,164.267,4.0,0.546,False,"['folk', 'folk rock', 'mellow gold', 'soft rock']",unknown
Two Out Of Three Ain't Bad,Meat Loaf,23,1970,Meat Loaf,1977,Two Out of Three Ain't Bad,Meat Loaf,2ph0hzV1kCVhR82E2La4q5,spotify:track:2ph0hzV1kCVhR82E2La4q5,59,0.385,https://api.spotify.com/v1/audio-analysis/2ph0hzV1kCVhR82E2La4q5,0.586,324440.0,0.48,0.0,9.0,0.0947,-9.138,1.0,0.0243,79.873,4.0,0.488,False,"['album rock', 'mellow gold', 'rock', 'soft rock']",rock
Kiss You All Over,Exile,23,1970,Exile,1983,Kiss You All Over,Exile,3FGcQkWQlkeB82RdZwlw8V,spotify:track:3FGcQkWQlkeB82RdZwlw8V,56,0.253,https://api.spotify.com/v1/audio-analysis/3FGcQkWQlkeB82RdZwlw8V,0.741,214400.0,0.267,0.000447,0.0,0.0987,-17.204,1.0,0.0285,102.428,4.0,0.497,False,[],unknown
Lead Me On,Maxine Nightingale,23,1970,Maxine Nightingale,2004-07-27,Lead Me On,Maxine Nightingale,6RXlKsUmQgykm0Qt9DANwF,spotify:track:6RXlKsUmQgykm0Qt9DANwF,31,0.812,https://api.spotify.com/v1/audio-analysis/6RXlKsUmQgykm0Qt9DANwF,0.419,165707.0,0.456,0.000838,1.0,0.111,-11.132,1.0,0.0328,139.622,4.0,0.538,False,['classic uk pop'],unknown
Rise,Herb Alpert,23,1970,Herb Alpert,1979-09-01,Rise,Herb Alpert,7znZstuIvZjldNIO1E11U4,spotify:track:7znZstuIvZjldNIO1E11U4,48,0.133,https://api.spotify.com/v1/audio-analysis/7znZstuIvZjldNIO1E11U4,0.814,457400.0,0.454,0.839,10.0,0.0863,-10.802,1.0,0.0413,99.265,4.0,0.903,False,"['adult standards', 'easy listening', 'exotica', 'lounge']",pop
Tie A Yellow Ribbon Round The Ole Oak Tree,Dawn Featuring Tony Orlando,23,1970,Dawn ,1973,Tie a Yellow Ribbon Round the Ole Oak Tree (feat. Tony Orlando) - Digitally Remastered 1998,Tony Orlando & Dawn,12UzVR0M7asW2MHAZRJk0I,spotify:track:12UzVR0M7asW2MHAZRJk0I,50,0.283,https://api.spotify.com/v1/audio-analysis/12UzVR0M7asW2MHAZRJk0I,0.559,206253.0,0.615,0.0,5.0,0.0957,-12.27,1.0,0.0473,87.601,4.0,0.68,False,"['bubblegum pop', 'soft rock']",pop
Take It To The Limit,Eagles,23,1970,Eagles,1975,Take It to the Limit - 2013 Remaster,Eagles,2cWHN0WK52RGAWHgaDamUA,spotify:track:2cWHN0WK52RGAWHgaDamUA,62,0.0916,https://api.spotify.com/v1/audio-analysis/2cWHN0WK52RGAWHgaDamUA,0.435,287091.0,0.423,0.000659,11.0,0.132,-8.795,1.0,0.024,91.137,3.0,0.451,False,"['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",rock
Love Hurts,Nazareth,23,1970,Nazareth,1975-01-01,Love Hurts,Nazareth,1i5oEx2vFczQ2sCY3c6Kn5,spotify:track:1i5oEx2vFczQ2sCY3c6Kn5,57,0.00482,https://api.spotify.com/v1/audio-analysis/1i5oEx2vFczQ2sCY3c6Kn5,0.477,233133.0,0.347,0.00409,7.0,0.34,-11.847,1.0,0.0248,80.097,4.0,0.139,False,"['album rock', 'blues-rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",rock
Deep Purple,Donny & Marie Osmond,23,1970,Donny & Marie Osmond,2002-01-01,Deep Purple,Donny Osmond,5q0CwoceMsA5pOdptSAtdO,spotify:track:5q0CwoceMsA5pOdptSAtdO,13,0.592,https://api.spotify.com/v1/audio-analysis/5q0CwoceMsA5pOdptSAtdO,0.56,167267.0,0.513,0.0,7.0,0.224,-10.659,1.0,0.0346,133.219,4.0,0.579,False,"['bubblegum pop', 'movie tunes']",pop
The Way We Were,Barbra Streisand,23,1970,Barbra Streisand,1974-01,The Way We Were,Barbra Streisand,1vZTgn4JXWMahR8r99ug5H,spotify:track:1vZTgn4JXWMahR8r99ug5H,53,0.885,https://api.spotify.com/v1/audio-analysis/1vZTgn4JXWMahR8r99ug5H,0.264,211093.0,0.32,0.00141,9.0,0.134,-11.716,1.0,0.0325,138.108,3.0,0.171,False,"['adult standards', 'disco', 'hollywood', 'mellow gold', 'soft rock']",pop
Yellow River,Christie,23,1970,Christie,1970,Yellow River,Christie,4VnzKUBMB6cvog8Jvv1few,spotify:track:4VnzKUBMB6cvog8Jvv1few,46,0.0859,https://api.spotify.com/v1/audio-analysis/4VnzKUBMB6cvog8Jvv1few,0.627,165960.0,0.544,0.0,4.0,0.152,-11.436,1.0,0.029,129.851,4.0,0.877,False,['country pop'],country
The Twist,Chubby Checker,40,1960,Chubby Checker,2005-01-01,The Twist,Chubby Checker,3ohLnESFgYACPMCkoTOzqE,spotify:track:3ohLnESFgYACPMCkoTOzqE,56,0.202,https://api.spotify.com/v1/audio-analysis/3ohLnESFgYACPMCkoTOzqE,0.533,153760.0,0.638,0.0,4.0,0.0729,-7.13,1.0,0.0341,156.663,4.0,0.937,False,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'rock-and-roll', 'rockabilly']",pop
Wipe Out,The Surfaris,30,1960,The Surfaris,2008-01-01,Wipe Out - Hit Version / Extended Ending,The Surfaris,4anUinKv803lyDD1vaSXhU,spotify:track:4anUinKv803lyDD1vaSXhU,51,0.38,https://api.spotify.com/v1/audio-analysis/4anUinKv803lyDD1vaSXhU,0.352,157760.0,0.613,0.776,0.0,0.429,-13.642,1.0,0.0398,152.437,4.0,0.52,False,['surf music'],unknown
Harlem Nocturne,The Viscounts,28,1960,The Viscounts,1965,Harlem Nocturne - Single Version,The Viscounts,6GROMP4q49fsqQzs8s9mCw,spotify:track:6GROMP4q49fsqQzs8s9mCw,24,0.801,https://api.spotify.com/v1/audio-analysis/6GROMP4q49fsqQzs8s9mCw,0.357,143387.0,0.321,0.626,11.0,0.113,-14.848,1.0,0.0397,165.689,4.0,0.47,False,[],unknown
Moon River,Henry Mancini And His Orchestra,27,1960,Henry Mancini And His Orchestra,2013-01-15,Moon River (from the film 'Breakfast at Tiffanys'),Various Artists,4YbEeUxObPb1ObjXlTsAz7,spotify:track:4YbEeUxObPb1ObjXlTsAz7,6,0.825,https://api.spotify.com/v1/audio-analysis/4YbEeUxObPb1ObjXlTsAz7,0.23,155000.0,0.22,0.806,5.0,0.15,-17.385,1.0,0.0309,85.576,3.0,0.191,False,[],unknown
Sunshine Of Your Love,Cream,26,1960,Cream,1967-11-02,Sunshine Of Your Love,Cream,6FRwDxXsvSasw0y2eDArsz,spotify:track:6FRwDxXsvSasw0y2eDArsz,72,0.475,https://api.spotify.com/v1/audio-analysis/6FRwDxXsvSasw0y2eDArsz,0.684,250000.0,0.481,6.57e-05,2.0,0.118,-12.59,1.0,0.0384,115.078,4.0,0.784,False,"['album rock', 'art rock', 'blues-rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock']",rock
Finger Poppin' Time,Hank Ballard And The Midnighters,26,1960,Hank Ballard And The Midnighters,2010,Finger Poppin' Time,Hank Ballard & The Midnighters,2muZcKVYX8Kqx5KX7T82WU,spotify:track:2muZcKVYX8Kqx5KX7T82WU,31,0.182,https://api.spotify.com/v1/audio-analysis/2muZcKVYX8Kqx5KX7T82WU,0.545,154747.0,0.78,0.0,9.0,0.154,-4.129,1.0,0.0319,159.638,4.0,0.932,False,"['doo-wop', 'rhythm and blues']",pop
Get Together,The Youngbloods,25,1960,The Youngbloods,1967,Get Together,The Youngbloods,7CQXyFX44CXmnuq8Bi9Dyc,spotify:track:7CQXyFX44CXmnuq8Bi9Dyc,53,0.467,https://api.spotify.com/v1/audio-analysis/7CQXyFX44CXmnuq8Bi9Dyc,0.542,279280.0,0.492,0.00105,2.0,0.0863,-11.927,1.0,0.0256,103.064,4.0,0.58,False,"['country rock', 'folk rock', 'psychedelic rock', 'traditional folk']",rock
Please Mr. Postman,The Marvelettes,24,1960,The Marvelettes,1961,Please Mr. Postman - Single Version,The Marvelettes,6jX5mso4x00c1EiNMrTU9U,spotify:track:6jX5mso4x00c1EiNMrTU9U,68,0.723,https://api.spotify.com/v1/audio-analysis/6jX5mso4x00c1EiNMrTU9U,0.786,148040.0,0.783,0.0,2.0,0.195,-5.191,1.0,0.0314,121.451,4.0,0.968,False,"['brill building pop', 'classic girl group', 'classic soul', 'motown', 'quiet storm', 'rhythm and blues', 'soul', 'southern soul']",pop
Sixteen Reasons,Connie Stevens,24,1960,Connie Stevens,2005-05-24,Sixteen Reasons,Connie Stevens,0oI0ekrSQ3aHiHcMi1B2gK,spotify:track:0oI0ekrSQ3aHiHcMi1B2gK,31,0.865,https://api.spotify.com/v1/audio-analysis/0oI0ekrSQ3aHiHcMi1B2gK,0.339,118133.0,0.406,1.1e-05,10.0,0.11,-8.955,1.0,0.0319,109.783,3.0,0.619,False,['deep adult standards'],pop
Light My Fire,The Doors,23,1960,The Doors,1967-01-04,Light My Fire,The Doors,5uvosCdMlFdTXhoazkTI5R,spotify:track:5uvosCdMlFdTXhoazkTI5R,70,0.369,https://api.spotify.com/v1/audio-analysis/5uvosCdMlFdTXhoazkTI5R,0.413,429760.0,0.725,2.16e-05,3.0,0.0905,-5.787,0.0,0.0324,124.618,4.0,0.44,False,"['album rock', 'classic rock', 'piano rock', 'psychedelic rock', 'rock']",rock
North To Alaska,Johnny Horton,23,1960,Johnny Horton,1961,North To Alaska*,Johnny Horton,3JLJ0n5ZFd8oOwvQv7LUEt,spotify:track:3JLJ0n5ZFd8oOwvQv7LUEt,47,0.718,https://api.spotify.com/v1/audio-analysis/3JLJ0n5ZFd8oOwvQv7LUEt,0.644,169760.0,0.371,0.0,0.0,0.348,-14.436,1.0,0.039,82.909,4.0,0.916,False,"['country', 'country gospel', 'cowboy western', 'nashville sound', 'outlaw country', 'rock-and-roll', 'rockabilly', 'traditional country']",country
Limbo Rock,Chubby Checker,23,1960,Chubby Checker,1962-01-01,Limbo Rock,Chubby Checker,6FXjVsmKPW93LXRFYhfmmw,spotify:track:6FXjVsmKPW93LXRFYhfmmw,44,0.154,https://api.spotify.com/v1/audio-analysis/6FXjVsmKPW93LXRFYhfmmw,0.745,148520.0,0.894,0.000646,8.0,0.0753,-4.811,1.0,0.0376,87.498,4.0,0.971,False,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'rock-and-roll', 'rockabilly']",pop
But It's Alright,J.J. Jackson,23,1960,J.J. Jackson,1995,But It's Alright,Various Artists,1ZUJZkV29qWIF4jst1brN3,spotify:track:1ZUJZkV29qWIF4jst1brN3,37,0.628,https://api.spotify.com/v1/audio-analysis/1ZUJZkV29qWIF4jst1brN3,0.638,172400.0,0.652,0.000606,1.0,0.283,-7.719,0.0,0.0288,115.918,4.0,0.962,False,[],unknown
Tossin' And Turnin',Bobby Lewis,23,1960,Bobby Lewis,2005,Tossin' And Turnin',Bobby Lewis,79s3pSe1u6ggQBEwVPm58Z,spotify:track:79s3pSe1u6ggQBEwVPm58Z,47,0.225,https://api.spotify.com/v1/audio-analysis/79s3pSe1u6ggQBEwVPm58Z,0.569,159640.0,0.722,0.0,0.0,0.108,-8.914,1.0,0.0393,142.736,4.0,0.965,False,[],unknown
"Sugar, Sugar",The Archies,22,1960,The Archies,2007-11-07,"Sugar, Sugar",The Archies,3iSws76HjaU7k49EqJVTfF,spotify:track:3iSws76HjaU7k49EqJVTfF,67,0.466,https://api.spotify.com/v1/audio-analysis/3iSws76HjaU7k49EqJVTfF,0.736,167187.0,0.871,0.0,2.0,0.108,-2.786,1.0,0.0278,122.395,4.0,0.967,False,"['brill building pop', 'bubblegum pop', 'classic canadian rock', 'folk rock', 'rock-and-roll']",pop
"The Good, The Bad And The Ugly","Hugo Montenegro, His Orchestra And Chorus",22,1960,"Hugo Montenegro, His Orchestra And Chorus",1995-05-23,The Vice Of Killing,Hugo Montenegro,3eNGdIH7IjPtnEm5BZPFBP,spotify:track:3eNGdIH7IjPtnEm5BZPFBP,30,0.364,https://api.spotify.com/v1/audio-analysis/3eNGdIH7IjPtnEm5BZPFBP,0.412,136467.0,0.49,0.838,5.0,0.23,-13.523,1.0,0.034,109.03,4.0,0.5,False,"['classic soundtrack', 'easy listening', 'exotica', 'lounge']",unknown
